2015-11-19 13:11:57.535752|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2015-11-19 22:50:24.075728|INFO    |VirtualServerBase|  1| channel 'Cockasaurus'(id:248) created by 'Pedobear'(id:505)
2015-11-19 22:50:41.042697|INFO    |VirtualServerBase|  1| channel 'Cockasaurus'(id:248) edited by 'Pedobear'(id:505)
2015-11-20 04:37:35.197923|INFO    |VirtualServerBase|  1| channel 'Cockasaurus'(id:248) deleted by 'server'(id:0)
2015-11-20 05:56:00.376417|INFO    |VirtualServer |  1| client (id:81) was added to servergroup 'Server Admin'(id:6) by client 'Ursus'(id:81)
2015-11-22 00:06:29.858687|INFO    |VirtualServerBase|  1| channel 'Fagatron 3000'(id:249) created by 'Tyler'(id:289)
2015-11-22 02:57:01.068078|INFO    |VirtualServerBase|  1| channel 'Fagatron 3000'(id:249) edited by 'Tyler'(id:289)
2015-11-22 04:23:06.135926|INFO    |VirtualServerBase|  1| channel 'Fagatron 3000'(id:249) deleted by 'server'(id:0)
2015-11-22 06:02:53.386157|INFO    |VirtualServer |  1| client 'Ursus'(id:81) was added to channelgroup 'Channel Admin'(id:5) by client 'Ursus'(id:81) in channel 'Quarter for the Wicked'(id:29)
2015-11-22 17:08:03.557281|INFO    |VirtualServerBase|  1| channel 'Faggetron'(id:250) created by 'Siindres'(id:224)
2015-11-22 17:08:39.529382|INFO    |VirtualServerBase|  1| channel 'Fagatron'(id:250) edited by 'Siindres'(id:224)
2015-11-22 17:08:55.657361|INFO    |VirtualServerBase|  1| channel 'Fagatron 3000'(id:250) edited by 'Siindres'(id:224)
2015-11-22 18:02:29.336136|INFO    |VirtualServerBase|  1| channel 'poopatron 3000'(id:250) edited by 'ross'(id:397)
2015-11-22 18:07:14.321483|INFO    |VirtualServer |  1| file upload to (id:0), '/icon_2660876923' by client 'ross'(id:397)
2015-11-22 18:07:20.414832|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:-1634090373) was added by 'ross'(id:397) to channel 'Elite: Dangerous'(id:221)
2015-11-22 18:07:20.556841|INFO    |VirtualServerBase|  1| channel 'Elite: Dangerous'(id:221) edited by 'ross'(id:397)
2015-11-22 18:11:55.978728|INFO    |VirtualServer |  1| query client connected 'serveradmin from 107.129.31.5:32546'(id:1)
2015-11-22 18:32:35.605840|INFO    |VirtualServer |  1| query client connected 'serveradmin from 127.0.0.1:54620'(id:1)
2015-11-22 18:35:05.594386|INFO    |VirtualServerBase|  1| server was edited by 'ross'(id:397)
2015-11-22 18:35:06.205423|INFO    |VirtualServerBase|  1| client connected 'MajorJager'(id:589) from 71.196.80.76:53463
2015-11-22 18:37:30.858704|INFO    |VirtualServerBase|  1| client connected 'Majorasssssssssssssssssssssss'(id:590) from 65.33.220.42:55983
2015-11-22 18:39:40.820447|INFO    |VirtualServerBase|  1| client disconnected 'MajorJager'(id:589) reason 'reasonmsg=leaving'
2015-11-22 18:40:07.638890|INFO    |VirtualServerBase|  1| client disconnected 'Anthony'(id:588) reason 'reasonmsg=leaving'
2015-11-22 18:40:19.389564|INFO    |VirtualServerBase|  1| client disconnected 'Majorasssssssssssssssssssssss'(id:590) reason 'reasonmsg=leaving'
2015-11-22 18:45:51.292950|INFO    |VirtualServer |  1| ban deleted reason='fagatron prime (48 hour ip ban)' ip='73.132.77.230' bantime=0 by client 'serveradmin from 107.129.31.5:32546'(id:1)
2015-11-22 19:04:12.883341|INFO    |VirtualServerBase|  1| channel 'yer'(id:250) edited by 'Tyler'(id:289)
2015-11-22 19:12:36.437640|INFO    |VirtualServerBase|  1| query client disconnected 'serveradmin from 107.129.31.5:32546'(id:1) reason 'reasonmsg=disconnecting'
2015-11-22 19:13:49.923705|INFO    |VirtualServerBase|  1| channel 'yer'(id:250) deleted by 'server'(id:0)
2015-11-22 19:16:15.239401|INFO    |VirtualServer |  1| query client connected 'serveradmin from 107.129.31.5:31294'(id:1)
2015-11-22 19:16:56.742777|INFO    |VirtualServer |  1| ban added reason='' name='Rob's a black person' bantime=0 by client 'serveradmin from 107.129.31.5:31294'(id:1)
2015-11-22 19:17:33.566038|INFO    |VirtualServer |  1| ban added reason='come back hopefully you grow up a little bit' cluid='EbFBQjxS2a+YPuSSbVBe/qD2cuY=' bantime=72 by client 'serveradmin from 107.129.31.5:31294'(id:1)
2015-11-22 19:17:51.758742|INFO    |VirtualServer |  1| ban deleted reason='come back hopefully you grow up a little bit' cluid='EbFBQjxS2a+YPuSSbVBe/qD2cuY=' bantime=72 by client 'serveradmin from 107.129.31.5:31294'(id:1)
2015-11-22 19:18:08.664789|INFO    |VirtualServer |  1| ban added reason='need some time to grow up' cluid='EbFBQjxS2a+YPuSSbVBe/qD2cuY=' bantime=72 by client 'serveradmin from 107.129.31.5:31294'(id:1)
2015-11-22 19:19:20.464641|INFO    |BanManager    |  1| ban deleted (expired) reason='need some time to grow up' cluid='EbFBQjxS2a+YPuSSbVBe/qD2cuY=' bantime=72 by client 'server'(id:0)
2015-11-22 19:26:29.074430|INFO    |VirtualServerBase|  1| client disconnected 'Tyler'(id:289) reason 'reasonmsg=leaving'
2015-11-22 19:26:51.842735|INFO    |VirtualServerBase|  1| client disconnected 'Siindres'(id:224) reason 'reasonmsg=leaving'
2015-11-22 19:40:25.838898|INFO    |VirtualServerBase|  1| query client disconnected 'serveradmin from 107.129.31.5:31294'(id:1) reason 'reasonmsg=disconnecting'
2015-11-22 20:04:46.453166|INFO    |VirtualServerBase|  1| client connected 'Dark'(id:276) from 107.10.51.255:61158
2015-11-22 20:14:01.006649|INFO    |VirtualServerBase|  1| client connected 'Evilution'(id:575) from 72.15.122.24:63575
2015-11-22 20:14:51.373596|INFO    |VirtualServerBase|  1| client connected 'Swaqq'(id:570) from 73.207.17.105:54823
2015-11-22 20:15:17.063185|INFO    |VirtualServerBase|  1| client connected 'Qwin'(id:591) from 24.197.156.32:59194
2015-11-22 21:59:45.601125|INFO    |VirtualServerBase|  1| client disconnected 'Evilution'(id:575) reason 'reasonmsg=leaving'
2015-11-22 21:59:55.551693|INFO    |VirtualServerBase|  1| client disconnected 'Swaqq'(id:570) reason 'reasonmsg=leaving'
2015-11-22 21:59:56.882772|INFO    |VirtualServerBase|  1| client disconnected 'Qwin'(id:591) reason 'reasonmsg=leaving'
2015-11-23 00:11:29.652925|INFO    |VirtualServerBase|  1| client connected 'Anthony'(id:588) from 108.45.112.136:63224
2015-11-23 00:11:45.462827|INFO    |VirtualServerBase|  1| client disconnected 'Anthony'(id:588) reason 'reasonmsg=leaving'
2015-11-23 00:13:12.131251|INFO    |VirtualServerBase|  1| client connected 'Anthony'(id:588) from 108.45.112.136:57505
2015-11-23 00:13:12.691280|INFO    |VirtualServerBase|  1| client disconnected 'Ritsu'(id:349) reason 'reasonmsg=leaving'
2015-11-23 00:13:56.831942|INFO    |VirtualServerBase|  1| client disconnected 'Anthony'(id:588) reason 'reasonmsg=leaving'
2015-11-23 01:14:08.126585|INFO    |VirtualServerBase|  1| client disconnected 'Somnus'(id:480) reason 'reasonmsg=leaving'
2015-11-23 01:42:42.908782|INFO    |VirtualServerBase|  1| channel 'firecock cherarnus'(id:251) created as sub channel of 'Arma II'(id:159) by 'ross'(id:397)
2015-11-23 02:41:08.733302|INFO    |VirtualServerBase|  1| client connected 'GoSain'(id:188) from 70.83.89.188:52396
2015-11-23 02:41:57.099267|INFO    |VirtualServerBase|  1| client connected 'Tyler'(id:511) from 72.21.76.167:54551
2015-11-23 02:45:04.712620|INFO    |VirtualServerBase|  1| client connected 'rudy'(id:100) from 205.237.133.150:59305
2015-11-23 03:03:24.227218|INFO    |VirtualServerBase|  1| client disconnected 'Dark'(id:276) reason 'reasonmsg=leaving'
2015-11-23 03:13:52.056092|INFO    |VirtualServerBase|  1| client connected 'Nicole'(id:580) from 75.128.219.216:53258
2015-11-23 03:14:29.838624|INFO    |VirtualServerBase|  1| client disconnected 'Nicole'(id:580) reason 'reasonmsg=leaving'
2015-11-23 03:52:35.047304|INFO    |VirtualServerBase|  1| client connected 'Brosus'(id:592) from 24.20.49.156:55091
2015-11-23 03:53:00.359754|INFO    |VirtualServerBase|  1| client disconnected 'Brosus'(id:592) reason 'reasonmsg=leaving'
2015-11-23 04:55:04.556975|INFO    |VirtualServerBase|  1| client connected 'TeamSpeakUser'(id:593) from 97.82.236.122:63943
2015-11-23 04:57:14.758627|INFO    |VirtualServer |  1| ban added reason='being hateful' cluid='6hHiMeH7CceJceUYzwN3PW40ogU=' bantime=0 by client 'rudy'(id:100)
2015-11-23 04:57:14.764628|INFO    |VirtualServer |  1| ban added reason='being hateful' ip='97.82.236.122' bantime=0 by client 'rudy'(id:100)
2015-11-23 04:57:14.764628|INFO    |VirtualServerBase|  1| client disconnected 'Ronald'(id:593) reason 'invokerid=4 invokername=rudy invokeruid=kYpjZoOEkiu+sTgFIAD+CPKz2oc= reasonmsg=being hateful bantime=0'
2015-11-23 04:59:50.037898|INFO    |VirtualServer |  1| client (id:511) was added to servergroup 'Ryan'(id:20) by client 'rudy'(id:100)
2015-11-23 05:09:58.737915|INFO    |VirtualServerBase|  1| client disconnected 'GoSain'(id:188) reason 'reasonmsg=J'caliss mon camp ! Tabarnac !'
2015-11-23 05:45:45.001633|INFO    |VirtualServerBase|  1| client disconnected 'Tyler'(id:511) reason 'reasonmsg=leaving'
2015-11-23 05:47:43.203137|INFO    |VirtualServerBase|  1| client disconnected 'rudy'(id:100) reason 'reasonmsg=leaving'
2015-11-23 09:52:29.474016|INFO    |VirtualServerBase|  1| client connected 'Qwin'(id:591) from 24.197.156.32:65196
2015-11-23 09:52:35.771778|INFO    |VirtualServerBase|  1| client disconnected 'Qwin'(id:591) reason 'reasonmsg=leaving'
2015-11-23 09:59:58.599332|INFO    |VirtualServerBase|  1| client connected 'Swaqq'(id:570) from 73.207.17.105:1024
2015-11-23 10:00:25.824889|INFO    |VirtualServerBase|  1| client connected 'Qwin'(id:591) from 24.197.156.32:65196
2015-11-23 10:01:07.922377|INFO    |VirtualServerBase|  1| client connected 'Evilution'(id:575) from 72.15.122.24:65067
2015-11-23 11:23:52.861273|INFO    |VirtualServerBase|  1| client disconnected 'Swaqq'(id:570) reason 'reasonmsg=leaving'
2015-11-23 11:23:54.229389|INFO    |VirtualServerBase|  1| client disconnected 'Evilution'(id:575) reason 'reasonmsg=leaving'
2015-11-23 11:24:23.855050|INFO    |VirtualServerBase|  1| client disconnected 'Qwin'(id:591) reason 'reasonmsg=leaving'
2015-11-23 12:48:27.161285|INFO    |VirtualServerBase|  1| client connected 'DrDavidQDawson'(id:594) from 24.19.250.78:62679
2015-11-23 12:48:46.233769|INFO    |VirtualServerBase|  1| client disconnected 'DrDavidQDawson'(id:594) reason 'reasonmsg=leaving'
2015-11-23 13:08:50.278528|INFO    |VirtualServerBase|  1| query client disconnected 'serveradmin from 127.0.0.1:54620'(id:1) reason 'reasonmsg=disconnecting'
2015-11-23 13:08:54.236622|INFO    |VirtualServerBase|  1| client connected 'wagex'(id:6) from 70.168.122.243:61412
2015-11-23 15:44:31.248304|INFO    |VirtualServerBase|  1| client disconnected 'ross'(id:397) reason 'reasonmsg=leaving'
2015-11-23 15:44:31.280313|INFO    |VirtualServerBase|  1| channel 'firecock cherarnus'(id:251) deleted by 'server'(id:0)
2015-11-23 16:06:59.747874|INFO    |VirtualServerBase|  1| client connected 'Somnus'(id:480) from 107.10.55.6:59177
2015-11-23 18:23:46.734840|INFO    |VirtualServerBase|  1| client disconnected 'Somnus'(id:480) reason 'reasonmsg=leaving'
2015-11-23 19:26:11.476794|INFO    |VirtualServerBase|  1| client connected 'Ritsu'(id:349) from 24.166.34.49:58730
2015-11-23 19:40:46.771314|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:-538407244, negated:0, skipchannel:0) was added by 'wagex'(id:6) to servergroup 'Evan Allmighty'(id:11)
2015-11-23 19:43:16.045221|INFO    |VirtualServer |  1| client (id:349) was removed from servergroup 'Evan Allmighty'(id:11) by client 'Ritsu'(id:349)
