2017-12-27 19:26:39.629101|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.10.3 (2014-01-01 16:28:39)
2017-12-27 19:26:39.629101|INFO    |ServerLibPriv |   | SystemInformation: Windows 7 SP1 (7601) x64 (AMD or Intel) Binary: 32bit
2017-12-27 19:26:39.629101|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2017-12-27 19:26:39.629101|INFO    |DatabaseQuery |   | dbPlugin version: 3.7.3
2017-12-27 19:26:39.629101|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2017-12-27 19:26:39.675976|WARNING |Accounting    |   | Unable to find valid license key, falling back to limited functionality
2017-12-27 19:26:42.923046|INFO    |              |   | Puzzle precompute time: 3232
2017-12-27 19:26:42.925000|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2017-12-27 19:26:43.086132|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2017-12-27 19:26:43.088086|INFO    |Query         |   | listening on 0.0.0.0:10011
2017-12-28 20:32:03.725781|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2017-12-28 20:41:55.725781|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2017-12-28 21:01:53.725781|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2017-12-28 21:12:02.038281|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-01 00:02:39.680000|INFO    |VirtualSvrMgr |   | executing monthly interval
2018-01-01 00:02:39.680000|INFO    |VirtualSvrMgr |   | reset virtualserver traffic statistics
2018-01-06 10:12:50.022773|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 10:22:52.100898|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 10:32:54.382148|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 10:52:49.054023|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 11:02:52.382148|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 11:12:53.038398|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2018-01-06 11:32:49.882148|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
