2016-04-01 19:11:28.297417|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2016-04-01 19:11:29.828111|INFO    |VirtualServerBase|  1| client connected 'Ursus'(id:81) from 174.100.62.193:50482
2016-04-01 19:22:00.750033|INFO    |VirtualServerBase|  1| client connected 'Somnus'(id:480) from 74.141.93.84:52246
2016-04-01 20:25:22.708913|INFO    |VirtualServerBase|  1| client connected 'wagex'(id:6) from 70.168.122.131:55838
2016-04-01 20:29:19.623943|INFO    |VirtualServerBase|  1| client connected 'Rodrik'(id:598) from 24.171.29.95:63203
2016-04-01 20:29:20.416218|INFO    |VirtualServerBase|  1| client disconnected 'Rodrik'(id:598) reason 'reasonmsg=leaving'
2016-04-01 20:29:29.864373|INFO    |VirtualServerBase|  1| client connected 'Rodrik'(id:598) from 24.171.29.95:63203
2016-04-01 20:30:16.502395|INFO    |VirtualServerBase|  1| client connected 'Bruno'(id:735) from 68.51.234.5:54870
2016-04-01 20:36:43.168819|INFO    |VirtualServerBase|  1| client connected 'Ritsu'(id:349) from 24.166.34.49:50492
2016-04-01 20:40:07.161287|INFO    |VirtualServerBase|  1| client disconnected 'Ritsu'(id:349) reason 'reasonmsg=leaving'
2016-04-01 20:40:27.842224|INFO    |VirtualServerBase|  1| client connected 'Silly Schutze'(id:706) from 72.211.212.193:34153
2016-04-01 21:12:31.686472|INFO    |VirtualServerBase|  1| client connected 'Hank(Karl Arnet)'(id:648) from 74.76.214.38:63806
2016-04-01 21:15:05.614641|INFO    |VirtualServerBase|  1| client connected 'Pedobear'(id:505) from 73.89.118.117:51525
2016-04-01 21:16:50.627065|INFO    |VirtualServerBase|  1| client disconnected 'Pedobear'(id:505) reason 'reasonmsg=leaving'
2016-04-01 21:19:26.891112|INFO    |VirtualServerBase|  1| client disconnected 'wagex'(id:6) reason 'reasonmsg=leaving'
2016-04-01 21:26:08.021662|INFO    |VirtualServerBase|  1| client connected 'headcrabaregood'(id:633) from 73.253.129.160:52284
2016-04-01 21:31:51.659350|INFO    |VirtualServerBase|  1| client disconnected 'Somnus'(id:480) reason 'reasonmsg=connection lost'
2016-04-01 21:36:54.879732|INFO    |VirtualServerBase|  1| client connected 'Nwarner426'(id:557) from 75.134.131.96:56629
2016-04-01 21:40:14.753738|INFO    |VirtualServerBase|  1| client connected 'Somnus'(id:480) from 74.141.93.84:52246
2016-04-01 21:47:59.875135|INFO    |VirtualServerBase|  1| client disconnected 'Somnus'(id:480) reason 'reasonmsg=connection lost'
