2015-06-09 21:04:07.522138|INFO    |ServerLibPriv |   | TeamSpeak 3 Server 3.0.10.3 (2014-01-01 16:28:39)
2015-06-09 21:04:07.527139|INFO    |ServerLibPriv |   | SystemInformation: Windows 7 SP1 (7601) x64 (AMD or Intel) Binary: 32bit
2015-06-09 21:04:07.538139|INFO    |DatabaseQuery |   | dbPlugin name:    SQLite3 plugin, Version 2, (c)TeamSpeak Systems GmbH
2015-06-09 21:04:07.538139|INFO    |DatabaseQuery |   | dbPlugin version: 3.7.3
2015-06-09 21:04:07.545140|INFO    |DatabaseQuery |   | checking database integrity (may take a while)
2015-06-09 21:04:07.633145|WARNING |Accounting    |   | Unable to find valid license key, falling back to limited functionality
2015-06-09 21:04:10.444305|INFO    |              |   | Puzzle precompute time: 2778
2015-06-09 21:04:10.447306|INFO    |FileManager   |   | listening on 0.0.0.0:30033
2015-06-09 21:04:10.563312|INFO    |CIDRManager   |   | updated query_ip_whitelist ips: 127.0.0.1, 
2015-06-09 21:04:10.564312|INFO    |Query         |   | listening on 0.0.0.0:10011
2015-06-10 19:02:15.210783|INFO    |Query         |   | query from 1 127.0.0.1:11865 issued: login with account "serveradmin"(serveradmin)
2015-06-11 13:33:24.169030|INFO    |Query         |   | query from 2 127.0.0.1:16978 issued: login with account "serveradmin"(serveradmin)
2015-06-14 03:04:46.174076|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 03:14:48.008499|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 03:24:50.042933|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 03:44:46.311356|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 03:54:48.045773|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 04:04:50.080207|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 04:24:46.448636|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 04:34:48.083047|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 04:44:50.017476|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 05:04:46.718923|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 05:14:48.053318|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 05:24:50.087752|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 05:44:46.856203|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 05:54:48.090592|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 06:04:50.025021|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 06:24:47.027485|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 06:34:49.061920|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
2015-06-14 06:44:51.096354|ERROR   |              |   | TS3ANetwork::ResolveHostName failed error: 11001 (No such host is known. ) 11001
