2016-06-06 20:59:39.391209|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2016-06-06 20:59:39.758754|INFO    |VirtualServerBase|  1| client connected 'Rodrik'(id:598) from 24.171.29.95:58503
2016-06-06 20:59:39.860766|INFO    |VirtualServerBase|  1| client connected 'Bruno'(id:735) from 68.51.234.5:49884
2016-06-06 20:59:39.886772|INFO    |VirtualServerBase|  1| client connected 'wagex'(id:6) from 70.168.122.131:62454
2016-06-06 20:59:40.353829|INFO    |VirtualServerBase|  1| client connected 'Pedobear'(id:505) from 73.89.118.117:61350
2016-06-06 20:59:40.358331|INFO    |VirtualServerBase|  1| client connected 'Dark'(id:767) from 173.91.223.150:54658
2016-06-06 20:59:40.487848|INFO    |VirtualServerBase|  1| client connected 'Hank(Karl Arnet)'(id:648) from 74.76.179.204:63285
2016-06-06 20:59:40.590361|INFO    |VirtualServerBase|  1| client connected 'Skit Rombony'(id:733) from 98.252.66.150:55044
2016-06-06 20:59:40.819890|INFO    |VirtualServerBase|  1| client connected 'Somnus'(id:785) from 173.91.246.15:55021
2016-06-06 21:00:12.370718|INFO    |VirtualServerBase|  1| client connected 'LoneHero'(id:623) from 74.130.144.222:51744
2016-06-06 21:01:48.884831|INFO    |VirtualServerBase|  1| client connected 'ILikeBacon'(id:756) from 75.68.9.166:64317
2016-06-06 21:11:37.752403|INFO    |VirtualServerBase|  1| client connected 'headcrabaregood'(id:633) from 73.253.129.160:49442
2016-06-06 21:16:29.566825|INFO    |VirtualServerBase|  1| client disconnected 'Bruno'(id:735) reason 'reasonmsg=leaving'
2016-06-06 21:20:08.451981|INFO    |VirtualServerBase|  1| client connected 'Bruno'(id:735) from 68.51.234.5:63348
2016-06-06 21:28:46.640149|INFO    |VirtualServerBase|  1| client disconnected 'Dark'(id:767) reason 'reasonmsg=leaving'
2016-06-06 21:29:01.672197|INFO    |VirtualServerBase|  1| client disconnected 'Somnus'(id:785) reason 'reasonmsg=leaving'
2016-06-06 21:35:41.080188|INFO    |VirtualServerBase|  1| client connected 'herpaderp'(id:650) from 104.159.164.159:63603
2016-06-06 21:58:52.427711|INFO    |VirtualServerBase|  1| client disconnected 'Pedobear'(id:505) reason 'reasonmsg=leaving'
2016-06-06 22:05:30.263256|INFO    |VirtualServerBase|  1| client connected 'Pedobear'(id:505) from 73.89.118.117:60461
2016-06-06 22:19:01.797089|INFO    |VirtualServerBase|  1| client connected 'Logan'(id:780) from 71.192.196.144:63850
