2015-05-28 15:13:10.509209|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2015-05-28 16:38:20.612491|INFO    |VirtualServer |  1| file upload to (id:0), '/icon_1521668054' by client 'wagex'(id:6)
2015-05-28 16:38:23.637664|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:1521668054) was added by 'wagex'(id:6) to channel 'Quarter for the Wicked'(id:29)
2015-05-28 16:38:23.657665|INFO    |VirtualServerBase|  1| channel 'Quarter for the Wicked'(id:29) edited by 'wagex'(id:6)
2015-05-28 16:53:26.085281|INFO    |VirtualServer |  1| file upload to (id:0), '/icon_3686505553' by client 'wagex'(id:6)
2015-05-28 16:53:30.372526|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:-608461743, negated:0, skipchannel:0) was added by 'wagex'(id:6) to servergroup 'Server Admin'(id:6)
2015-05-28 19:48:23.039672|INFO    |VirtualServerBase|  1| channel 'ayy lmao'(id:140) created by '&#9734; Malo &#9734;'(id:289)
2015-05-28 20:06:02.753284|INFO    |VirtualServerBase|  1| channel 'ayy lmao'(id:140) deleted by 'server'(id:0)
2015-05-28 20:06:18.168166|INFO    |VirtualServerBase|  1| channel 'ayy lmao'(id:141) created by '&#9734; Malo &#9734;'(id:289)
2015-05-28 21:21:42.863964|INFO    |VirtualServer |  1| file upload to (id:9), '/new_banner.png' by client 'Rudy'(id:421)
2015-05-28 21:22:29.839651|INFO    |VirtualServer |  1| file download from (id:9), '/new_banner.png' by client 'wagex'(id:6)
2015-05-28 21:53:46.606995|INFO    |VirtualServer |  1| permission 'i_channel_needed_subscribe_power'(id:139) with values (value:50) was added by 'wagex'(id:6) to channel 'Quarter for the Wicked'(id:29)
2015-05-28 21:55:34.654175|INFO    |VirtualServer |  1| file upload to (id:0), '/icon_830959849' by client 'wagex'(id:6)
2015-05-28 21:55:37.123317|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:830959849, negated:0, skipchannel:0) was added by 'wagex'(id:6) to servergroup 'Ryan'(id:20)
2015-05-29 05:07:32.796608|INFO    |VirtualServerBase|  1| channel 'ayy lmao'(id:141) deleted by 'server'(id:0)
2015-05-29 19:47:06.452089|INFO    |VirtualServer |  1| file download from (id:29), '/25347027.jpg' by client 'Dark'(id:276)
2015-05-29 19:47:45.642330|INFO    |VirtualServer |  1| file upload to (id:29), '/11311911_416248208548129_579665985_n.jpg' by client 'Dark'(id:276)
2015-05-29 19:58:18.262514|INFO    |VirtualServerBase|  1| channel 'Rob Is 1000% Life'(id:142) created by 'RobHD'(id:298)
2015-05-30 05:08:20.706146|INFO    |VirtualServer |  1| client (id:271) was added to servergroup 'Server Admin'(id:6) by client 'ross'(id:253)
2015-05-30 05:08:38.959190|INFO    |VirtualServer |  1| client (id:100) was added to servergroup 'Server Admin'(id:6) by client 'ross'(id:253)
2015-05-30 05:12:27.409257|INFO    |VirtualServerBase|  1| channel 'Rob is 1000% Life'(id:143) created as sub channel of 'CS: GO'(id:79) by 'ross'(id:253)
2015-05-30 05:12:27.512262|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:-707374238) was added by 'ross'(id:253) to channel 'Rob is 1000% Life'(id:143)
2015-05-30 05:12:27.536264|INFO    |VirtualServerBase|  1| channel 'Rob is 1000% Life'(id:143) edited by 'ross'(id:253)
2015-05-30 05:12:39.763963|INFO    |VirtualServerBase|  1| channel 'Rob Is 1000% Life'(id:142) deleted by 'server'(id:0)
2015-05-30 05:12:56.916944|INFO    |VirtualServerBase|  1| channel 'Rob is 1000% Life'(id:143) edited by '&#9734; Malo &#9734;'(id:289)
2015-05-31 03:26:29.541405|INFO    |VirtualServerBase|  1| channel 'Rust 2'(id:136) edited by 'Vereor Nox'(id:394)
