2016-03-28 12:31:30.589709|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2016-03-28 16:38:07.821117|INFO    |VirtualServerBase|  1| client connected 'Ritsu'(id:349) from 24.166.34.49:52957
2016-03-28 17:12:13.282507|INFO    |VirtualServerBase|  1| client connected 'Razz'(id:393) from 65.25.104.246:52694
2016-03-28 17:12:16.121885|INFO    |VirtualServerBase|  1| client disconnected 'Razz'(id:393) reason 'reasonmsg=leaving'
2016-03-28 18:33:25.872824|INFO    |VirtualServerBase|  1| client connected 'Rodrik'(id:598) from 24.171.29.95:64491
2016-03-28 18:33:33.912008|INFO    |VirtualServerBase|  1| client disconnected 'Rodrik'(id:598) reason 'reasonmsg=leaving'
2016-03-28 18:33:44.071546|INFO    |VirtualServerBase|  1| client connected 'Rodrik'(id:598) from 24.171.29.95:64491
2016-03-28 18:57:19.139973|INFO    |VirtualServerBase|  1| client connected 'headcrabaregood'(id:633) from 73.253.129.160:50939
2016-03-28 20:33:32.719863|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 20:37:45.160474|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 20:38:21.703612|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 20:59:29.833992|INFO    |VirtualServerBase|  1| client connected 'Somnus'(id:480) from 74.141.93.84:63521
2016-03-28 21:14:47.650519|INFO    |VirtualServerBase|  1| client connected 'Nwarner426'(id:557) from 75.134.131.96:59051
2016-03-28 21:15:03.173753|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 21:15:04.274720|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 21:16:19.697760|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 21:16:54.835275|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 21:29:42.905970|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 21:30:18.032830|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 21:45:22.178552|INFO    |VirtualServerBase|  1| client disconnected 'Nwarner426'(id:557) reason 'reasonmsg=leaving'
2016-03-28 21:53:23.033837|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 21:54:42.856768|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 21:57:18.619412|INFO    |VirtualServerBase|  1| client connected 'colin47'(id:669) from 108.18.193.235:54909
2016-03-28 21:58:53.377848|INFO    |VirtualServerBase|  1| client disconnected 'colin47'(id:669) reason 'reasonmsg=leaving'
2016-03-28 22:07:00.101947|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 22:07:00.956699|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:56706
2016-03-28 22:08:15.698285|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=connection lost'
2016-03-28 22:49:55.125469|INFO    |VirtualServerBase|  1| client connected 'SomeDude'(id:724) from 135.23.255.250:1215
2016-03-28 23:18:38.294904|INFO    |VirtualServerBase|  1| client disconnected 'headcrabaregood'(id:633) reason 'reasonmsg=leaving'
2016-03-28 23:18:43.406084|INFO    |VirtualServerBase|  1| client disconnected 'SomeDude'(id:724) reason 'reasonmsg=-_________________________-'
2016-03-29 00:08:58.057000|INFO    |VirtualServerBase|  1| client connected 'colin47'(id:669) from 108.18.193.235:65072
